#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ca_keep_1;Broch;;;;;;;;;;;;;x
ct_port_6;Huge Port;;;;;;;;;;;;;x
ca_dwarven_keep_1;Surface Stronghold;;;;;;;;;;;;;x
ca_dwarven_keep_2;Shallow Stronghold;;;;;;;;;;;;;x
ca_dwarven_keep_3;Medium Stronghold;;;;;;;;;;;;;x
ca_dwarven_keep_4;Large Stronghold;;;;;;;;;;;;;x
ca_dwarven_keep_5;Great Stronghold;;;;;;;;;;;;;x
ca_dwarven_keep_6;Massive Stronghold;;;;;;;;;;;;;x
ca_wall_1;Palissades;;;;;;;;;;;;;x
ca_wall_2;Stone walls;;;;;;;;;;;;;x
ca_wall_3;Double walls;;;;;;;;;;;;;x
ca_wall_4;Thick walls;;;;;;;;;;;;;x
ca_wall_5;Massive walls;;;;;;;;;;;;;x
ca_wall_6;Impregnable walls;;;;;;;;;;;;;x
ct_wall_1;Palissades;;;;;;;;;;;;;x
ct_wall_2;Stone walls;;;;;;;;;;;;;x
ct_wall_3;Double walls;;;;;;;;;;;;;x
ct_wall_4;Thick walls;;;;;;;;;;;;;x
ct_wall_5;Massive walls;;;;;;;;;;;;;x
ct_wall_6;Impregnable walls;;;;;;;;;;;;;x
tp_wall_1;Palissades;;;;;;;;;;;;;x
tp_wall_2;Stone walls;;;;;;;;;;;;;x
tp_wall_3;Double walls;;;;;;;;;;;;;x
tp_wall_4;Thick walls;;;;;;;;;;;;;x
tp_wall_5;Massive walls;;;;;;;;;;;;;x
tp_wall_6;Impregnable walls;;;;;;;;;;;;;x
ct_town_1;Burgh;;;;;;;;;;;;;x
ct_town_2;Medium city;;;;;;;;;;;;;x
ct_town_3;Large city;;;;;;;;;;;;;x
ct_town_4;Huge city;;;;;;;;;;;;;x
ct_town_5;Massive city;;;;;;;;;;;;;x
ct_town_6;Metropolis;;;;;;;;;;;;;x
tp_academy_1;Small cathedral;;;;;;;;;;;;;x
tp_academy_2;Medium cathedral;;;;;;;;;;;;;x
tp_academy_3;Large cathedral;;;;;;;;;;;;;x
tp_academy_4;Huge cathedral;;;;;;;;;;;;;x
tp_academy_5;Massive cathedral;;;;;;;;;;;;;x
tp_academy_6;Glorious cathedral;;;;;;;;;;;;;x
tp_barracks_1;Small order;;;;;;;;;;;;;x
tp_barracks_2;Medium order;;;;;;;;;;;;;x
tp_barracks_3;Large order;;;;;;;;;;;;;x
tp_barracks_4;Huge order;;;;;;;;;;;;;x
tp_barracks_5;Massive order;;;;;;;;;;;;;x
tp_barracks_6;Glorious order;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
