#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
daak;Daak;;;;;;;;;;;;;x
jargian_daak;Jargiska Daakkyrkan;;;;;;;;;;;;;x
sabrian_daak;Sabriska Daakkyrkan;;;;;;;;;;;;;x
tibarit;Tibarit;;;;;;;;;;;;;x
udarit;Udarit;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
non_religion;Atheist;;;;;;;;;;;;;x
antitheist;Antitheist;;;;;;;;;;;;;x
agnostic;Agnostic;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
cultural_religion;Enclosed;;;;;;;;;;;;;x
vontar;Vontar;;;;;;;;;;;;;x
cirza;Cirza;;;;;;;;;;;;;x
dragon_cult;Drakkulten;;;;;;;;;;;;;x
samori;Samori;;;;;;;;;;;;;x
mahktah;Mahktah;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
