#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_consentinerorden;Order of Consenti;;;;;;;;;;;;;x
d_st_eoboth;Order of St Eoboth;;;;;;;;;;;;;x
d_st_faulk;Order of St Faulk;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
e_consaber;Consaber;;;;;;;;;;;;;x
e_thalamur;Thalamur;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
k_alarinn;Alarinn;;;;;;;;;;;;;x
k_ara;Ara;;;;;;;;;;;;;x
k_asharien;Asharien;;;;;;;;;;;;;x
k_calana;Calana;;;;;;;;;;;;;x
k_caserion;Caserion;;;;;;;;;;;;;x
k_colonan;Colonan;;;;;;;;;;;;;x
k_damarien;Damarien;;;;;;;;;;;;;x
k_drunok;Drunok;;;;;;;;;;;;;x
k_egor;Egor;;;;;;;;;;;;;x
k_ifka;Ifka;;;;;;;;;;;;;x
k_ikham;Ikham;;;;;;;;;;;;;x
k_ivani;Ivani;;;;;;;;;;;;;x
k_jarvskogen;Järvskogen;;;;;;;;;;;;;x
k_khazim;Khazim;;;;;;;;;;;;;x
k_khrun;Khrun;;;;;;;;;;;;;x
k_kiaz;Kiaz;;;;;;;;;;;;;x
k_kovos;Kovos;;;;;;;;;;;;;x
k_kraalen;Kraalen;;;;;;;;;;;;;x
k_lower_kholon;Lower Kholon;;;;;;;;;;;;;x
k_narekh;Narekh;;;;;;;;;;;;;x
k_negaidh;Negaidh;;;;;;;;;;;;;x
k_nensema;Nensema;;;;;;;;;;;;;x
k_pereine;Pereine;;;;;;;;;;;;;x
k_rakhori;Rakhori;;;;;;;;;;;;;x
k_sabrian_daak;Primod of Calnia;;;;;;;;;;;;;x
k_sava;Sava;;;;;;;;;;;;;x
k_soldarn;Soldarn;;;;;;;;;;;;;x
k_sunari;Sunari;;;;;;;;;;;;;x
k_taga;Taga;;;;;;;;;;;;;x
k_tar_hir;Tar-Hir;;;;;;;;;;;;;x
k_tokon;Tokon;;;;;;;;;;;;;x
k_turina;Turin;;;;;;;;;;;;;x
k_upper_kholon;Upper Kholon;;;;;;;;;;;;;x
k_uriens;Uriens;;;;;;;;;;;;;x
k_vastmark;Västmark;;;;;;;;;;;;;x
k_zarakh;Zarakh;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
d_abin_thukor;Abin-Thukor;;;;;;;;;;;;;x
d_adaluth;Adaluth;;;;;;;;;;;;;x
d_agant;Agant;;;;;;;;;;;;;x
d_ailleidh;Ailleidh;;;;;;;;;;;;;x
d_alcheg;Alcheg;;;;;;;;;;;;;x
d_alni;Alni;;;;;;;;;;;;;x
d_arah;Arah;;;;;;;;;;;;;x
