#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
emperor_title_ruler_consort;Consort;;;;;;;;;;;;;x
emperor_title_ruler_consort_female;Consort;;;;;;;;;;;;;x
emperor_foa;Your Highness;;;;;;;;;;;;;x
emperor_foa_female;Your Highness;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
king_title_ruler_consort;Consort;;;;;;;;;;;;;x
king_title_ruler_consort_female;Consort;;;;;;;;;;;;;x
city_king;Administrate;;;;;;;;;;;;;x
city_king_female;Administrate;;;;;;;;;;;;;x
king_foa;Your Highness;;;;;;;;;;;;;x
king_foa_female;Your Highness;;;;;;;;;;;;;x
city_kingdom_of;Republic of;;;;;;;;;;;;;x
title_prince;Lord;;;;;;;;;;;;;x
title_prince_female;Lady;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
duke_title_ruler_consort;Consort;;;;;;;;;;;;;x
duke_title_ruler_consort_female;Consort;;;;;;;;;;;;;x
duke_foa;Your Grace;;;;;;;;;;;;;x
duke_foa_female;Your Grace;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
count_title_ruler_consort;Consort;;;;;;;;;;;;;x
count_title_ruler_consort_female;Consort;;;;;;;;;;;;;x
count_foa;My Lord;;;;;;;;;;;;;x
count_foa_female;My Lady;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
baron_title_ruler_consort;Consort;;;;;;;;;;;;;x
baron_title_ruler_consort_female;Consort;;;;;;;;;;;;;x
baron_foa;My Lord;;;;;;;;;;;;;x
baron_foa_female;My Lady;;;;;;;;;;;;;x
barony_of;Castle of;;;;;;;;;;;;;x
temple_barony_of;Temple of;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
emperor_neromenzer;Magikrat;;;;;;;;;;;;;x
emperor_female_neromenzer;Magikrat;;;;;;;;;;;;;x
emperor_title_queen_mother_female_neromenzer;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
king_neromenzer;Magikrat;;;;;;;;;;;;;x
king_female_neromenzer;Magikrat;;;;;;;;;;;;;x
title_queen_mother_sabrian;;;;;;;;;;;;;;x
kingdom_of_neromenzer;Province of;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
duke_neromenzer;Primas;;;;;;;;;;;;;x
duke_female_neromenzer;Primas;;;;;;;;;;;;;x
duchy_of_neromenzer;Canton of;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
count_neromenzer;Administrat;;;;;;;;;;;;;x
count_female_neromenzer;Administrat;;;;;;;;;;;;;x
county_of_neromenzer;Tribune of;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
baron_neromenzer;Vhakal;;;;;;;;;;;;;x
baron_female_neromenzer;Vhakal;;;;;;;;;;;;;x
city_baron_neromenzer;Vhakal;;;;;;;;;;;;;x
city_baron_neromenzer_female;Vhakal;;;;;;;;;;;;;x
temple_baron_neromenzer;Vhakal;;;;;;;;;;;;;x
temple_baron_neromenzer_female;Vhakal;;;;;;;;;;;;;x
temple_barony_of_neromenzer;Academy of;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
emperor_sabrian;King;;;;;;;;;;;;;x
emperor_female_sabrian;Queen;;;;;;;;;;;;;x
emperor_title_ruler_consort_sabrian;Prince Consort;;;;;;;;;;;;;x
emperor_title_ruler_consort_female_sabrian;Queen Consort;;;;;;;;;;;;;x
emperor_foa_sabrian;Your Majesty;;;;;;;;;;;;;x
emperor_foa_female_sabrian;Your Majesty;;;;;;;;;;;;;x
empire_of_sabrian;Kingdom of;;;;;;;;;;;;;x
emperor_title_queen_mother_female_sabrian;Queen Mother;;;;;;;;;;;;;x
empire_title_prince_sabrian;Prince;;;;;;;;;;;;;x
empire_title_prince_female_sabrian;Princess;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
king_sabrian;Duke;;;;;;;;;;;;;x
king_female_sabrian;Duchess;;;;;;;;;;;;;x
